country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Kaukauna Gas Turbine,USA0004118,18,44.2762,-88.2654,Gas,,,,1969,City of Kaukauna,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55968,2017,0.087,0.997,0.1,0.155,0.209,
USA,United States of America,Kaukauna Paper Mill,USA0054098,44.6,44.2826,-88.2534,Biomass,Waste,Coal,Gas,1965.565022,Thilmany LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55968,2017,175.376,179.33,196.346,191.155,196.449,
USA,United States of America,Kaw,USA0001294,165.7,39.0867,-94.6514,Gas,,,,1958.371756,City of Kansas City - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,1167.434245
USA,United States of America,Kaw Hydro,USA0007545,37,36.6994,-96.9278,Hydro,,,,1989,Oklahoma Municipal Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,73.231,50.747,88.029,150.928,95.421,
USA,United States of America,Kawailoa Wind,USA0057529,69,21.6103,-158.0408,Wind,,,,2012,Kawailoa Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62438,2017,113.511,116.631,137.284,143.287,120.237,
USA,United States of America,Kaweah 1,USA0000337,2.3,36.4651,-118.862,Hydro,,,,1929,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33137,2017,7.185,3.559,6.52,6.976,7.537,
USA,United States of America,Kaweah 2,USA0000336,1.8,36.4613,-118.8799,Hydro,,,,1929,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33136,2017,6.681,4.435,6.423,5.74,7.154,
USA,United States of America,Kaweah 3,USA0000338,4.8,36.4861,-118.8356,Hydro,,,,1913,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33134,2017,11.085,6.761,12.262,18.979,19.807,
USA,United States of America,Kaweah Delta District Hospital,USA0010042,3.5,36.3275,-119.2947,Gas,,,,2008,Kaweah Delta Hospital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23886,2017,0,0,0,20.23308,18.68468,
USA,United States of America,Kay Wind  LLC,USA0059460,299,36.9842,-97.1336,Wind,,,,2016,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68806,2017,,,62.502,1055.23,1031.879,53.04485921
USA,United States of America,Kayenta Solar Project,USA0061268,27.3,36.7719,-110.2639,Solar,,,,2017,NGI-Kayenta Solar Lessor I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,51.17,12.17382534
USA,United States of America,Keahole,USA0008083,89.1,19.7317,-156.0283,Oil,,,,2000.47587,Hawaii Electric Light Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21877,2017,260.68,301.712,288.227,303.209,318.991,
USA,United States of America,Kearney,USA0002268,1.5,40.7035,-99.1008,Hydro,,,,1921,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27290,2017,0.109,0.23,0.508,0.243,0.237,
USA,United States of America,Kearney NPPD Solar Project,USA0061884,5.8,40.7217,-99.0412,Solar,,,,2018,SoCore Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,2.586380474
USA,United States of America,Kearsarge Bellingham PV,USA0061373,2.9,42.0712,-71.4586,Solar,,,,2017,Kearsarge Bellingham LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,4.587,1.293190237
USA,United States of America,Kearsarge Concord II,USA0061814,4.5,42.4493,-71.4204,Solar,,,,2017,Kearsarge Concord II LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,2.006674506
USA,United States of America,Kearsarge Granby,USA0061815,2.5,42.223,-72.5083,Solar,,,,2017,Kearsarge Granby LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,1.11481917
USA,United States of America,Kearsarge Southwick LLC,USA0060867,3.3,42.0163,-72.7752,Solar,,,,2015,Kearsarge Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69236,2017,,,,6.39,5.922,1.471561304
USA,United States of America,Keechi Wind,USA0058838,110,33.1431,-98.1611,Wind,,,,2015,Enbridge,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67618,2017,,,401.536,426.122,432.81,19.51483115
USA,United States of America,Keen Farm,USA0059565,5,35.4267,-78.4,Solar,,,,2016,Keen Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.15,9.217,9.564,2.22963834
USA,United States of America,Keenan II Renewable Energy Co LLC,USA0057358,151.8,36.2761,-99.4908,Wind,,,,2011,CPV Keenan II Renewable Energy Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58974,2017,571.872,603.586,573.618,602.985,610.093,
USA,United States of America,Kekawaka Power House,USA0054654,4.9,40.0941,-123.509,Hydro,,,,1990,STS Hydropower Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.461,5.828,3.055,12.54,4.025,
USA,United States of America,Kelford,USA0059796,5,36.1542,-77.2185,Solar,,,,2016,TWE Kelford Solar Project  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,4.992,7.212,2.22963834
USA,United States of America,Kelford,USA0059527,20,36.1481,-77.2119,Solar,,,,2016,Colonial Eagle Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0,45.034,43.985,8.918553359
USA,United States of America,Kellogg's - San Jose,USA0059280,1.1,37.3564,-121.8719,Gas,,,,2013,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,7.858,6.555,7.256,7.642,
USA,United States of America,Kelly Creek Wind Project,USA0060587,184,40.9675,-88.1975,Wind,,,,2017,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69507,2017,,,,82.646,660.673,32.64299028
USA,United States of America,Kelly Ridge,USA0000418,10,39.5318,-121.4912,Hydro,,,,1963,South Feather Water and Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29169,2017,39.624,33.07,38.989,74.148,6.785,
USA,United States of America,Kemper County,USA0007960,372,32.7976,-88.606,Gas,Oil,,,2002,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55618,2017,99.919,97.817,222.718997,474.082002,226.745,
USA,United States of America,Kenansville,USA0059051,2,34.96,-78.04,Solar,,,,2014,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68257,2017,0.16632,3.726,3.034,3.647,3.533,
USA,United States of America,Kenansville Solar 2  LLC,USA0058803,2,34.9578,-77.9817,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68257,2017,,,,3.724,3.673,0.891855336
USA,United States of America,Kenansville Solar Farm  LLC,USA0058840,4.5,34.97,-77.9761,Solar,,,,2015,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68257,2017,,0.001,7.219,8.002,7.727,
USA,United States of America,Kendall County Generation Facility,USA0055131,1256,41.4797,-88.2581,Gas,,,,2002,Dynegy Kendall Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45674,2017,3007.703,2242.919,6173.794,7195.291,6507.968,
USA,United States of America,Kendall Square Station,USA0001595,273.6,42.3633,-71.0792,Gas,Oil,,,1988.347953,Veolia - Kendall Green Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,679.949,1579.727011,1523.638035,814.548006,1479.561954,
USA,United States of America,Kenilworth Energy Facility,USA0010805,28.8,40.6781,-74.2744,Gas,Oil,,,1989,E F Kenilworth LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32756,2017,0,140.797001,138.372,129.259997,136.768,
USA,United States of America,Kennecott Power Plant,USA0056163,120.2,40.7119,-112.1225,Coal,Cogeneration,Gas,,1970.610649,Kennecott Utah Copper,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,680.057996,596.613002,549.428004,650.079044,426.982,
USA,United States of America,Kennedy International Airport Cogen,USA0054114,121.2,40.6417,-73.7778,Gas,Oil,,,1995,KIAC Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,734.159003,0,0,586.593,
USA,United States of America,Kennedy Solar  LLC,USA0060397,4.9,35.0123,-78.0922,Solar,,,,2017,Kennedy Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,5.243,2.185045573
USA,United States of America,Kenneth C Coleman,USA0001381,602,37.9631,-86.7911,Coal,Gas,,,1970.297342,Big Rivers Electric Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3129.064012,1064.462046,-8.881,,,
USA,United States of America,Kenneth Solar,USA0059507,3,36.4338,-78.1526,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,5.017,5.229,1.337783004
USA,United States of America,Kennett,USA0002139,44.5,36.2338,-90.0521,Gas,Oil,,,1974.626966,City of Kennett - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23974,2017,0.722,1.322,-0.039,2.808,2.054,
USA,United States of America,Kent County - Worton Complex,USA0058243,1,39.2808,-76.0908,Solar,,,,2012,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.801,1.747,1.69,1.863,1.528,
USA,United States of America,Kent County Waste to Energy Facility,USA0050860,18,42.9496,-85.6932,Waste,,,,1989,Kent County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,104.688,100.536,100.008,100.776,99.48,
USA,United States of America,Kent County Wastewater Treatment Solar,USA0057330,1.2,38.9931,-75.4375,Solar,,,,2011,Kent County Levy Court Dept of Pub Work,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62491,2017,1.345,1.225,1.227,0.919,1.46718,
USA,United States of America,Kent County-Kennedyville,USA0058239,1,39.2972,-75.9822,Solar,,,,2012,WGL Energy Systems  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.646,1.733,1.73151,1.776,1.675,
USA,United States of America,Kent Falls,USA0002532,12.4,44.7053,-73.5967,Hydro,,,,1955.580645,New York State Elec & Gas Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27594,2017,63.932,54.932,39.229,39.55,12.704,
USA,United States of America,Kentucky Dam,USA0001377,218.6,37.0131,-88.2692,Hydro,,,,1945.428179,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34351,2017,1429.073,1238.564,1265.179,924.369,1268.492,
USA,United States of America,Kentucky Mills,USA0055429,88,37.8948,-86.6854,Biomass,Waste,Gas,,2001,Domtar Paper Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,231.486001,371.239002,364.987997,377.439,386.763003,
USA,United States of America,Kenyon Municipal,USA0001983,5.4,44.2718,-92.9848,Oil,,,,1997,Kenyon Municipal Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24002,2017,0.029,0.013,0.022,0.041,0.013,
USA,United States of America,Keokuk,USA0001109,124.8,40.3965,-91.3719,Hydro,,,,1913,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35258,2017,738.922,869.78,946.037,899.879,1017.208,
USA,United States of America,Keowee,USA0006517,157.6,34.7981,-82.8872,Hydro,,,,1971,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18725,2017,72.872,58.482,61.534,53.797,31.968,
USA,United States of America,Kerckhoff,USA0000250,22.6,37.0925,-119.5528,Hydro,,,,1920,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29398,2017,15.989,0,5.495,44.863,73.232,
USA,United States of America,Kerckhoff 2,USA0000682,139.5,37.0718,-119.558,Hydro,,,,1983,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29398,2017,209.452,140.573,78.03,302.683,794.645,
USA,United States of America,Kern Canyon,USA0007911,9.5,35.4407,-118.7965,Hydro,,,,1921,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29396,2017,22.129,15.513,6.539,33.87,0.299,
USA,United States of America,Kern Front Limited,USA0050494,49.8,35.5165,-119.0401,Gas,,,,1989,WCAC Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18356,2017,7.698,28.863,42.864,38.562,49.29,
USA,United States of America,Kern Oil & Refining Co,USA0058100,4.5,35.2956,-118.9183,Gas,,,,2002,Kern Oil & Refining Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,29.61,28.273,31.245,32.124,35.198,
USA,United States of America,Kern River 1,USA0000340,26.4,35.4603,-118.7796,Hydro,,,,1907,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33139,2017,61.306,101.689,79.277,152.368,169.463,
USA,United States of America,Kern River 3,USA0000339,40.1,35.7762,-118.4362,Hydro,,,,1921,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33135,2017,72.381,0.368,35.152,117.487,216.904,
USA,United States of America,Kern River Cogeneration,USA0010496,300,35.4515,-118.9849,Gas,,,,1985,Kern River Cogeneration Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1284.981,743.921,719.295,691.722,702.884,
USA,United States of America,Kern River Eastridge Cogen,USA0052107,48.8,35.4406,-118.9617,Gas,,,,1988,Chevron USA Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16204,2017,334.14,336.031,334.906,240.943,218.552,
USA,United States of America,Keswick,USA0000443,117,40.6119,-122.4464,Hydro,,,,1949.666667,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35650,2017,383.661,284.273,277.776,333.401,437.401,
USA,United States of America,Ketchikan,USA0000084,4.2,55.3446,-131.6334,Hydro,,,,1948,Ketchikan Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24031,2017,20.846,24.429,23.133,20.683,20.778,
USA,United States of America,Kettering Solar 1,USA0059098,1,34.7003,-118.1236,Solar,,,,2014,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.89694,2.12355,2.094,2.015,
USA,United States of America,Kettering Solar 2,USA0059099,1,34.7003,-118.1236,Solar,,,,2014,Tesla Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.87318,2.00475,1.956,1.814,
